1,0,1,1.849313965
1,0,2,1.804400112
1,0,3,1.888638371
1,0,4,1.805455191
1,0,5,1.857659849
1,0,6,1.885067074
1,0,7,2.00918723
1,0,8,1.798103149
1,0,9,2.006201497
1,0,10,1.796489698
1,0,11,1.873745328
1,0,12,1.899160532
1,0,13,1.912859586
1,0,14,1.826025985
1,0,15,1.712143566
1,0,16,1.808275115
1,0,17,1.782388998
1,0,18,1.766925021
1,0,19,1.879728999
1,0,20,1.881355274
1,0,21,1.79620014
1,0,22,1.804826762
1,0,23,1.816917437
1,0,24,1.788901003
1,0,25,1.772719963
1,0,26,1.821464859
1,0,27,1.783601692
1,0,28,1.803479428
1,0,29,1.809059093
1,0,30,1.800708221
1,0,31,1.816935866
1,0,32,1.804050533
1,0,33,1.830705118
1,0,34,1.828502289
1,0,35,1.7905816
1,0,36,1.838856412
1,0,37,1.834537067
1,0,38,1.846735478
1,0,39,1.817190637
1,0,40,1.905970352
1,0,41,1.861978101
1,0,42,1.828424782
1,0,43,1.797163892
1,0,44,1.791290913
1,0,45,1.787178438
1,0,46,1.82819253
1,0,47,1.786365883
1,0,48,1.779186396
1,0,49,1.757485278
1,0,50,1.734023255
1,0,51,1.802791489
1,0,52,1.830631463
1,0,53,1.777924765
1,0,54,1.839100592
1,0,55,1.826257555
1,0,56,1.79628467
1,0,57,1.822358878
1,0,58,1.789950795
1,0,59,1.794688252
1,0,60,1.811149003
1,0,61,1.803829834
1,0,62,1.796660021
1,0,63,1.784906107
1,0,64,1.818930027
1,0,65,1.793947712
1,0,66,1.792836152
1,0,67,1.789097108
1,0,68,1.794571269
1,0,69,1.800451001
1,0,70,1.789431188
1,0,71,1.795064237
1,0,72,1.79579433
1,0,73,1.87212039
1,0,74,1.842026586
1,0,75,1.8358004
1,0,76,1.840326106
1,0,77,1.85829201
1,0,78,1.85272847
1,0,79,1.961970785
1,0,80,1.825783798
1,0,81,1.817527511
1,0,82,1.800965684
1,0,83,1.795723627
1,0,84,1.822737759
1,0,85,1.837809399
1,0,86,1.802964012
1,0,87,1.874964297
1,0,88,1.830374751
1,0,89,1.938232283
1,0,90,1.840310358
1,0,91,1.83867754
1,0,92,1.795149441
1,0,93,1.832940293
1,0,94,1.806906611
1,0,95,1.790297813
1,0,96,1.846078028
1,0,97,1.845663775
1,0,98,1.872158758
1,0,99,1.828590291
1,0,100,1.861528542
1,0,101,1.838944497
1,0,102,1.80890719
1,0,103,1.860732887
1,0,104,1.861846486
1,0,105,1.880488804
1,0,106,1.966187343
1,0,107,1.854372337
1,0,108,1.853396118
1,0,109,1.811681606
1,0,110,1.8657186
1,0,111,1.928444511
1,0,112,1.922992065
1,0,113,1.801987487
1,0,114,1.816356355
1,0,115,1.864652486
1,0,116,1.824585905
1,0,117,1.832856198
1,0,118,1.800745537
1,0,119,1.790988399
1,0,120,1.807073695
1,0,121,1.787161266
1,0,122,1.775212298
1,0,123,1.806925169
1,0,124,1.769505698
1,0,125,1.799899344
1,0,126,1.795711198
1,0,127,1.820016485
1,0,128,1.873049628
1,0,129,1.739024469
1,0,130,1.839222673
1,0,131,1.785303691
1,0,132,1.835786716
1,0,133,1.800226059
1,0,134,1.790668188
1,0,135,1.832257026
1,0,136,1.832199992
1,0,137,1.77212479
1,0,138,1.810272734
1,0,139,1.99709254
1,0,140,1.837021939
1,0,141,1.891763611
1,0,142,1.843874894
1,0,143,1.824452919
1,0,144,1.984652212
1,0,145,1.816242284
1,0,146,1.83178021
1,0,147,1.782358355
1,0,148,1.78772481
1,0,149,1.760261924
1,0,150,1.822716109
1,0,151,1.824203811
1,0,152,1.795125279
1,0,153,1.830147795
1,0,154,1.808780277
1,0,155,1.806507876
1,0,156,1.822634199
